symbol,shortName,sector,price,marketCap,volume
CRON,Cronos Group Inc. Common Share,Healthcare,2.51,961106240,2285596
CROX,"Crocs, Inc.",Consumer Cyclical,83.92,4583488512,1356575
CRSP,CRISPR Therapeutics AG,Healthcare,49.96,4761199616,2008813
CRSR,"Corsair Gaming, Inc.",Technology,5.1,543533568,1106077
CRTO,Criteo S.A.,Communication Services,19.17,980581248,533611
CRUS,"Cirrus Logic, Inc.",Technology,130.34,6690636288,530632
CRVL,CorVel Corp.,Financial Services,69.63,3572906496,177096
CRVO,CervoMed Inc.,Healthcare,5.15,47651504,72700
CRVS,"Corvus Pharmaceuticals, Inc.",Healthcare,20.7,1733990400,3423711
CRWD,"CrowdStrike Holdings, Inc.",Technology,441.405,111277506560,2420816
CRWS,"Crown Crafts, Inc.",Consumer Cyclical,2.95,31573222,62634
CRWV,"CoreWeave, Inc.",Technology,93.19,48575594496,30324495
CSAI,"Cloudastructure, Inc.",Technology,0.8024,15711403,741288
CSB,VictoryShares US Small Cap High,Unknown,0.0,12572862464,14231
CSBR,"Champions Oncology, Inc.",Healthcare,7.31,101509040,12998
CSCO,"Cisco Systems, Inc.",Technology,78.32,309449719808,21274281
CSGP,"CoStar Group, Inc.",Real Estate,61.5,26065100800,5141252
CSGS,"CSG Systems International, Inc.",Technology,79.75,2274510592,500498
CSIQ,Canadian Solar Inc.,Technology,19.125,1280844288,5294416
CSPI,CSP Inc.,Technology,11.42,113112624,19057
CSQ,Calamos Strategic Total Return ,Financial Services,19.31,3096737536,257318
CSTE,Caesarstone Ltd.,Industrials,2.18,75365376,264060
CSTL,"Castle Biosciences, Inc.",Healthcare,39.39,1149741312,441909
CSWC,Capital Southwest Corporation,Financial Services,23.44,1347026560,608506
CSX,CSX Corporation,Industrials,37.76,70395092992,13359452
CTAS,Cintas Corporation,Industrials,191.39,76913262592,2002896
CTBI,"Community Trust Bancorp, Inc.",Financial Services,61.7,1117747840,65559
CTKB,"Cytek Biosciences, Inc.",Healthcare,5.0,639324160,1299831
CTLP,"Cantaloupe, Inc.",Technology,10.74,791508224,794449
CTMX,"CytomX Therapeutics, Inc.",Healthcare,5.69,964087360,3289916
CTNM,"Contineum Therapeutics, Inc.",Healthcare,14.26,520909952,239014
CTNT,Cheetah Net Supply Chain Servic,Industrials,1.06,3623702,161036
CTOR,"Citius Oncology, Inc.",Healthcare,1.06,93571704,460554
CTRM,Castor Maritime Inc.,Industrials,2.35,22706530,71842
CTRN,"Citi Trends, Inc.",Consumer Cyclical,43.15,360097984,117544
CTSH,Cognizant Technology Solutions ,Technology,82.06,40077770752,4659039
CTSO,Cytosorbents Corporation,Healthcare,0.63,39566712,115981
CTW,CTW Cayman,Communication Services,1.73,107952000,128019
CTXR,"Citius Pharmaceuticals, Inc.",Healthcare,0.7401,16560795,809608
CUB,Lionheart Holdings,Financial Services,10.68,327520032,23385
CUBWU,Lionheart Holdings,Financial Services,10.75,286667040,465
CUE,"Cue Biopharma, Inc.",Healthcare,0.3348,30546394,1211498
CUPR,Cuprina Holdings (Cayman) Limit,Healthcare,0.4228,9069060,94360
CURI,CuriosityStream Inc.,Communication Services,3.72,216870448,792416
CURR,Currenc Group Inc.,Technology,1.48,113384936,837206
CURX,Curanex Pharmaceuticals Inc,Healthcare,0.3238,9176755,218637
CV,"CapsoVision, Inc.",Healthcare,5.02,235152976,317552
CVBF,CVB Financial Corporation,Financial Services,19.71,2671725824,1288065
CVCO,"Cavco Industries, Inc.",Consumer Cyclical,492.02,3831175680,168881
CVGI,"Commercial Vehicle Group, Inc.",Consumer Cyclical,1.5,55097076,117291
CVGW,"Calavo Growers, Inc.",Consumer Defensive,25.44,454716608,436175
CVKD,"Cadrenal Therapeutics, Inc.",Healthcare,6.95,16249982,52604
CVLT,"Commvault Systems, Inc.",Technology,85.7,3778886400,858040
CVRX,"CVRx, Inc.",Healthcare,6.85,179539232,276252
CVV,CVD Equipment Corporation,Industrials,4.81,33368600,47272
CWBC,Community West Bancshares,Financial Services,23.97,459347936,125726
CWCO,Consolidated Water Co. Ltd.,Utilities,37.88,603479040,77770
CWD,CaliberCos Inc.,Financial Services,1.22,8424272,133303
CWST,"Casella Waste Systems, Inc.",Industrials,100.88,6405205504,901070
CXAI,CXApp Inc.,Technology,0.3264,10410832,3874183
CXDO,"Crexendo, Inc.",Communication Services,7.0,215117344,188601
CYBR,CyberArk Software Ltd.,Technology,430.83,21746984960,561939
CYCN,"Cyclerion Therapeutics, Inc.",Healthcare,1.36,5176448,1838618
CYCU,"Cycurion, Inc.",Technology,2.2,7949984,1435513
CYN,Cyngn Inc.,Technology,1.76,14034910,1695995
CYPH,Cypherpunk Technologies Inc.,Financial Services,0.7454,42228284,25750836
CYRX,"CryoPort, Inc.",Industrials,9.51,476155296,497852
CYTK,"Cytokinetics, Incorporated",Healthcare,63.19,7725920768,1917777
CZFS,"Citizens Financial Services, In",Financial Services,63.25,304047808,10331
CZNC,Citizens & Northern Corp,Financial Services,22.76,405661600,57318
CZR,"Caesars Entertainment, Inc.",Consumer Cyclical,20.7,4305424896,6645503
CZWI,"Citizens Community Bancorp, Inc",Financial Services,18.14,175227792,37085
DAAQ,Digital Asset Acquisition Corp.,Financial Services,10.22,235060000,119863
DAIC,"CID HoldCo, Inc.",Technology,0.408,11331515,2770908
DAIO,Data I/O Corporation,Technology,3.1,29114958,23013
DAKT,"Daktronics, Inc.",Technology,23.15,1128511872,437116
DARE,"Dare Bioscience, Inc.",Healthcare,1.81,25863504,161181
DASH,"DoorDash, Inc.",Consumer Cyclical,204.62,88190918656,5399837
DAVE,Dave Inc.,Technology,163.69,2210483200,519704
DAWN,"Day One Biopharmaceuticals, Inc",Healthcare,11.16,1145858560,2972596
DBGI,"Digital Brands Group, Inc.",Consumer Cyclical,7.28,59611088,199606
DBVT,DBV Technologies S.A.,Healthcare,21.61,1173260032,472004
DBX,"Dropbox, Inc.",Technology,25.48,6663711232,3708113
DCBO,Docebo Inc.,Technology,19.66,566065088,101749
DCGO,DocGo Inc.,Healthcare,0.7666,74983736,807186
DCOM,"Dime Community Bancshares, Inc.",Financial Services,34.02,1493285632,297190
DCOY,Decoy Therapeutics Inc.,Healthcare,0.7709,4921562,3881168
DCTH,"Delcath Systems, Inc.",Healthcare,9.91,349958944,643660
DCX,Digital Currency X Technology I,Consumer Cyclical,3.43,1253123,606798
DDI,"DoubleDown Interactive Co., Ltd",Communication Services,8.46,419222112,67067
DDOG,"Datadog, Inc.",Technology,129.32,45348745216,5001060
DEFT,"Defi Technologies, Inc.",Financial Services,0.73,301392544,7932511
DERM,Journey Medical Corporation,Healthcare,8.36,278025056,168126
DEVS,DevvStream Corp.,Industrials,1.02,4467612,424432
DFDV,DeFi Development Corp.,Financial Services,5.17,154545776,1760049
DFLI,Dragonfly Energy Holdings Corp,Industrials,3.2,38651860,1179370
DFSC,DEFSEC Technologies Inc.,Industrials,1.94,3880106,80696
DFTX,"Definium Therapeutics, Inc.",Healthcare,16.88,1641059840,1983745
DGICA,"Donegal Group, Inc.",Financial Services,18.67,684097920,112206
DGICB,"Donegal Group, Inc.",Financial Services,16.58,719701248,1649
DGII,Digi International Inc.,Technology,43.07,1618972544,279555
DGNX,Diginex Limited,Industrials,1.1,223305920,2199621
DGXX,Digi Power X Inc.,Utilities,2.6,169821056,4504642
DH,Definitive Healthcare Corp.,Healthcare,2.32,241480000,427754
DHC,Diversified Healthcare Trust,Real Estate,5.81,1406873856,1244101
